# x_m,y_m,w_tr_right_m,w_tr_left_m
-0.7873,3.0500,0.7128,0.7128
-0.7878,3.0364,0.7122,0.7122
-0.7884,3.0229,0.7116,0.7116
-0.7860,3.0122,0.7141,0.7141
-0.7796,3.0056,0.7204,0.7204
-0.7749,2.9973,0.7251,0.7251
-0.7747,2.9845,0.7253,0.7253
-0.7752,2.9710,0.7248,0.7248
-0.7750,2.9582,0.7250,0.7250
-0.7746,2.9457,0.7254,0.7254
-0.7756,2.9316,0.7244,0.7244
-0.7755,2.9187,0.7245,0.7245
-0.7711,2.9101,0.7289,0.7289
-0.7656,2.9026,0.7344,0.7344
-0.7623,2.8929,0.7377,0.7377
-0.7618,2.8804,0.7382,0.7382
-0.7625,2.8667,0.7375,0.7375
-0.7629,2.8533,0.7371,0.7371
-0.7627,2.8405,0.7373,0.7373
-0.7625,2.8277,0.7375,0.7375
-0.7624,2.8148,0.7376,0.7376
-0.7624,2.8018,0.7376,0.7376
-0.7624,2.7888,0.7376,0.7376
-0.7625,2.7757,0.7375,0.7375
-0.7625,2.7627,0.7375,0.7375
-0.7626,2.7497,0.7374,0.7374
-0.7626,2.7367,0.7374,0.7374
-0.7625,2.7237,0.7375,0.7375
-0.7625,2.7107,0.7375,0.7375
-0.7625,2.6977,0.7375,0.7375
-0.7625,2.6847,0.7375,0.7375
-0.7625,2.6717,0.7375,0.7375
-0.7625,2.6587,0.7375,0.7375
-0.7625,2.6457,0.7375,0.7375
-0.7625,2.6327,0.7375,0.7375
-0.7625,2.6197,0.7375,0.7375
-0.7625,2.6067,0.7375,0.7375
-0.7625,2.5937,0.7375,0.7375
-0.7625,2.5807,0.7375,0.7375
-0.7625,2.5677,0.7375,0.7375
-0.7625,2.5547,0.7375,0.7375
-0.7625,2.5417,0.7375,0.7375
-0.7625,2.5287,0.7375,0.7375
-0.7625,2.5157,0.7375,0.7375
-0.7625,2.5027,0.7375,0.7375
-0.7625,2.4897,0.7375,0.7375
-0.7625,2.4767,0.7375,0.7375
-0.7625,2.4637,0.7375,0.7375
-0.7625,2.4507,0.7375,0.7375
-0.7625,2.4377,0.7375,0.7375
-0.7625,2.4247,0.7375,0.7375
-0.7625,2.4117,0.7375,0.7375
-0.7625,2.3987,0.7375,0.7375
-0.7625,2.3857,0.7375,0.7375
-0.7625,2.3727,0.7375,0.7375
-0.7625,2.3597,0.7375,0.7375
-0.7625,2.3467,0.7375,0.7375
-0.7625,2.3337,0.7375,0.7375
-0.7625,2.3207,0.7375,0.7375
-0.7625,2.3077,0.7375,0.7375
-0.7625,2.2947,0.7375,0.7375
-0.7625,2.2817,0.7375,0.7375
-0.7625,2.2687,0.7375,0.7375
-0.7625,2.2557,0.7375,0.7375
-0.7625,2.2427,0.7375,0.7375
-0.7625,2.2297,0.7375,0.7375
-0.7625,2.2167,0.7375,0.7375
-0.7625,2.2037,0.7375,0.7375
-0.7625,2.1907,0.7375,0.7375
-0.7625,2.1777,0.7375,0.7375
-0.7625,2.1647,0.7375,0.7375
-0.7625,2.1517,0.7375,0.7375
-0.7625,2.1387,0.7375,0.7375
-0.7625,2.1257,0.7375,0.7375
-0.7625,2.1127,0.7375,0.7375
-0.7625,2.0997,0.7375,0.7375
-0.7625,2.0867,0.7375,0.7375
-0.7625,2.0737,0.7375,0.7375
-0.7625,2.0607,0.7375,0.7375
-0.7625,2.0477,0.7375,0.7375
-0.7625,2.0347,0.7375,0.7375
-0.7625,2.0217,0.7375,0.7375
-0.7625,2.0087,0.7375,0.7375
-0.7625,1.9957,0.7375,0.7375
-0.7625,1.9827,0.7375,0.7375
-0.7625,1.9697,0.7375,0.7375
-0.7625,1.9567,0.7375,0.7375
-0.7625,1.9437,0.7375,0.7375
-0.7625,1.9307,0.7375,0.7375
-0.7625,1.9177,0.7375,0.7375
-0.7625,1.9047,0.7375,0.7375
-0.7625,1.8917,0.7375,0.7375
-0.7625,1.8787,0.7375,0.7375
-0.7625,1.8657,0.7375,0.7375
-0.7625,1.8527,0.7375,0.7375
-0.7625,1.8397,0.7375,0.7375
-0.7625,1.8267,0.7375,0.7375
-0.7625,1.8137,0.7375,0.7375
-0.7625,1.8007,0.7375,0.7375
-0.7625,1.7877,0.7375,0.7375
-0.7625,1.7747,0.7375,0.7375
-0.7625,1.7617,0.7375,0.7375
-0.7625,1.7487,0.7375,0.7375
-0.7624,1.7357,0.7376,0.7376
-0.7624,1.7228,0.7376,0.7376
-0.7624,1.7097,0.7376,0.7376
-0.7625,1.6967,0.7375,0.7375
-0.7627,1.6835,0.7373,0.7373
-0.7629,1.6703,0.7371,0.7371
-0.7604,1.6598,0.7396,0.7396
-0.7537,1.6535,0.7463,0.7463
-0.7492,1.6450,0.7508,0.7508
-0.7496,1.6316,0.7504,0.7504
-0.7514,1.6168,0.7487,0.7487
-0.7499,1.6053,0.7501,0.7501
-0.7449,1.5973,0.7551,0.7551
-0.7397,1.5895,0.7603,0.7603
-0.7375,1.5788,0.7626,0.7626
-0.7372,1.5660,0.7629,0.7629
-0.7373,1.5528,0.7626,0.7626
-0.7375,1.5396,0.7624,0.7624
-0.7376,1.5266,0.7624,0.7624
-0.7377,1.5136,0.7625,0.7625
-0.7377,1.5006,0.7625,0.7625
-0.7375,1.4877,0.7626,0.7626
-0.7372,1.4748,0.7625,0.7625
-0.7371,1.4618,0.7625,0.7625
-0.7374,1.4487,0.7625,0.7625
-0.7381,1.4354,0.7625,0.7625
-0.7384,1.4223,0.7625,0.7625
-0.7346,1.4109,0.7625,0.7625
-0.7270,1.4010,0.7624,0.7624
-0.7241,1.3892,0.7625,0.7625
-0.7250,1.3758,0.7626,0.7626
-0.7253,1.3628,0.7625,0.7625
-0.7250,1.3500,0.7624,0.7624
-0.7249,1.3368,0.7626,0.7626
-0.7254,1.3234,0.7630,0.7630
-0.7238,1.3122,0.7611,0.7611
-0.7186,1.3043,0.7559,0.7559
-0.7131,1.2968,0.7505,0.7505
-0.7112,1.2856,0.7488,0.7488
-0.7127,1.2711,0.7504,0.7504
-0.7130,1.2579,0.7503,0.7503
-0.7126,1.2453,0.7497,0.7497
-0.7124,1.2325,0.7497,0.7497
-0.7123,1.2195,0.7500,0.7500
-0.7124,1.2064,0.7504,0.7504
-0.7124,1.1934,0.7504,0.7504
-0.7125,1.1804,0.7498,0.7498
-0.7126,1.1675,0.7486,0.7486
-0.7126,1.1548,0.7469,0.7469
-0.7126,1.1420,0.7450,0.7450
-0.7126,1.1293,0.7432,0.7432
-0.7126,1.1165,0.7416,0.7416
-0.7125,1.1036,0.7403,0.7403
-0.7125,1.0908,0.7394,0.7394
-0.7125,1.0778,0.7387,0.7387
-0.7124,1.0649,0.7382,0.7382
-0.7124,1.0519,0.7378,0.7378
-0.7124,1.0389,0.7376,0.7376
-0.7124,1.0259,0.7375,0.7375
-0.7124,1.0129,0.7375,0.7375
-0.7124,0.9998,0.7374,0.7374
-0.7125,0.9868,0.7374,0.7374
-0.7126,0.9738,0.7374,0.7374
-0.7127,0.9607,0.7374,0.7374
-0.7127,0.9477,0.7374,0.7374
-0.7127,0.9347,0.7375,0.7375
-0.7127,0.9217,0.7375,0.7375
-0.7127,0.9088,0.7375,0.7375
-0.7126,0.8958,0.7375,0.7375
-0.7123,0.8829,0.7376,0.7376
-0.7121,0.8700,0.7376,0.7376
-0.7119,0.8571,0.7376,0.7376
-0.7119,0.8441,0.7376,0.7376
-0.7122,0.8309,0.7375,0.7375
-0.7128,0.8177,0.7374,0.7374
-0.7136,0.8044,0.7373,0.7373
-0.7138,0.7913,0.7373,0.7373
-0.7129,0.7787,0.7375,0.7375
-0.7102,0.7668,0.7378,0.7378
-0.7055,0.7558,0.7385,0.7385
-0.7008,0.7448,0.7394,0.7394
-0.6993,0.7326,0.7405,0.7405
-0.7004,0.7191,0.7422,0.7422
-0.7003,0.7064,0.7436,0.7436
-0.6967,0.6964,0.7415,0.7415
-0.6906,0.6886,0.7366,0.7366
-0.6864,0.6795,0.7338,0.7338
-0.6874,0.6661,0.7372,0.7372
-0.6880,0.6529,0.7403,0.7403
-0.6869,0.6412,0.7415,0.7415
-0.6873,0.6287,0.7448,0.7448
-0.6886,0.6155,0.7492,0.7492
-0.6876,0.6039,0.7511,0.7511
-0.6816,0.5952,0.7477,0.7477
-0.6754,0.5869,0.7441,0.7441
-0.6750,0.5752,0.7472,0.7472
-0.6749,0.5633,0.7507,0.7507
-0.6675,0.5552,0.7463,0.7463
-0.6619,0.5463,0.7440,0.7440
-0.6630,0.5342,0.7492,0.7492
-0.6611,0.5233,0.7514,0.7514
-0.6526,0.5155,0.7465,0.7465
-0.6493,0.5055,0.7473,0.7473
-0.6508,0.4936,0.7534,0.7534
-0.6467,0.4838,0.7537,0.7537
-0.6382,0.4756,0.7496,0.7496
-0.6371,0.4650,0.7532,0.7532
-0.6382,0.4537,0.7593,0.7593
-0.6321,0.4445,0.7581,0.7581
-0.6247,0.4357,0.7557,0.7557
-0.6251,0.4249,0.7613,0.7613
-0.6251,0.4142,0.7668,0.7668
-0.6178,0.4052,0.7650,0.7650
-0.6125,0.3959,0.7654,0.7654
-0.6103,0.3859,0.7689,0.7689
-0.6025,0.3769,0.7672,0.7672
-0.5998,0.3671,0.7705,0.7705
-0.5951,0.3576,0.7719,0.7719
-0.5882,0.3484,0.7715,0.7715
-0.5866,0.3387,0.7763,0.7763
-0.5793,0.3295,0.7763,0.7763
-0.5756,0.3190,0.7765,0.7765
-0.5710,0.3078,0.7793,0.7793
-0.5598,0.2983,0.7802,0.7802
-0.5535,0.2902,0.7775,0.7775
-0.5506,0.2823,0.7724,0.7724
-0.5472,0.2736,0.7663,0.7663
-0.5406,0.2638,0.7609,0.7609
-0.5318,0.2554,0.7579,0.7579
-0.5218,0.2507,0.7590,0.7590
-0.5119,0.2483,0.7621,0.7621
-0.5027,0.2417,0.7614,0.7614
-0.4941,0.2319,0.7579,0.7579
-0.4854,0.2215,0.7541,0.7541
-0.4762,0.2140,0.7531,0.7531
-0.4665,0.2125,0.7577,0.7577
-0.4573,0.2072,0.7594,0.7594
-0.4470,0.2005,0.7588,0.7588
-0.4362,0.1980,0.7588,0.7588
-0.4289,0.1914,0.7533,0.7533
-0.4192,0.1876,0.7513,0.7513
-0.4091,0.1841,0.7499,0.7499
-0.4016,0.1771,0.7447,0.7447
-0.3910,0.1747,0.7447,0.7447
-0.3820,0.1695,0.7418,0.7418
-0.3738,0.1633,0.7379,0.7379
-0.3628,0.1613,0.7388,0.7388
-0.3547,0.1546,0.7346,0.7346
-0.3453,0.1502,0.7332,0.7332
-0.3348,0.1473,0.7334,0.7334
-0.3270,0.1397,0.7285,0.7285
-0.3167,0.1367,0.7298,0.7298
-0.3046,0.1377,0.7346,0.7346
-0.2927,0.1380,0.7342,0.7342
-0.2822,0.1327,0.7328,0.7328
-0.2721,0.1254,0.7335,0.7335
-0.2606,0.1237,0.7317,0.7317
-0.2485,0.1252,0.7272,0.7272
-0.2369,0.1262,0.7214,0.7214
-0.2265,0.1241,0.7183,0.7183
-0.2177,0.1179,0.7208,0.7208
-0.2084,0.1126,0.7227,0.7227
-0.1972,0.1115,0.7199,0.7199
-0.1852,0.1122,0.7151,0.7151
-0.1732,0.1127,0.7107,0.7107
-0.1611,0.1129,0.7068,0.7068
-0.1491,0.1128,0.7035,0.7035
-0.1371,0.1126,0.7004,0.7004
-0.1250,0.1123,0.6976,0.6976
-0.1129,0.1121,0.6948,0.6948
-0.1006,0.1122,0.6919,0.6919
-0.0877,0.1128,0.6886,0.6886
-0.0745,0.1135,0.6854,0.6854
-0.0634,0.1115,0.6855,0.6855
-0.0559,0.1051,0.6906,0.6906
-0.0472,0.1000,0.6944,0.6944
-0.0348,0.0996,0.6931,0.6931
-0.0214,0.1003,0.6909,0.6909
-0.0083,0.1004,0.6896,0.6896
0.0021,0.0977,0.6915,0.6915
0.0097,0.0920,0.6966,0.6966
0.0181,0.0871,0.7011,0.7011
0.0307,0.0867,0.7011,0.7011
0.0450,0.0880,0.6995,0.6995
0.0576,0.0877,0.6998,0.6998
0.0703,0.0873,0.7003,0.7003
0.0834,0.0874,0.7001,0.7001
0.0968,0.0878,0.6997,0.6997
0.1097,0.0877,0.6998,0.6998
0.1178,0.0828,0.7047,0.7047
0.1242,0.0762,0.7113,0.7113
0.1353,0.0743,0.7132,0.7132
0.1493,0.0753,0.7122,0.7122
0.1620,0.0750,0.7125,0.7125
0.1750,0.0750,0.7125,0.7125
