# x_m,y_m,w_tr_right_m,w_tr_left_m
9.1024,0.2375,0.7375,0.7375
9.1154,0.2375,0.7375,0.7375
9.1284,0.2375,0.7375,0.7375
9.1413,0.2375,0.7375,0.7375
9.1543,0.2375,0.7375,0.7375
9.1673,0.2375,0.7375,0.7375
9.1803,0.2375,0.7375,0.7375
9.1933,0.2375,0.7375,0.7375
9.2063,0.2375,0.7375,0.7375
9.2193,0.2375,0.7375,0.7375
9.2323,0.2376,0.7375,0.7375
9.2453,0.2376,0.7375,0.7375
9.2583,0.2376,0.7375,0.7375
9.2713,0.2376,0.7375,0.7375
9.2844,0.2375,0.7375,0.7375
9.2974,0.2373,0.7375,0.7375
9.3105,0.2371,0.7375,0.7375
9.3232,0.2379,0.7375,0.7375
9.3331,0.2455,0.7376,0.7376
9.3439,0.2506,0.7375,0.7375
9.3570,0.2503,0.7374,0.7374
9.3704,0.2497,0.7377,0.7377
9.3835,0.2496,0.7378,0.7378
9.3920,0.2542,0.7333,0.7333
9.3981,0.2610,0.7264,0.7264
9.4093,0.2629,0.7247,0.7247
9.4227,0.2625,0.7250,0.7250
9.4357,0.2625,0.7249,0.7249
9.4487,0.2625,0.7248,0.7248
9.4617,0.2625,0.7248,0.7248
9.4747,0.2625,0.7249,0.7249
9.4877,0.2625,0.7251,0.7251
9.5007,0.2625,0.7252,0.7252
9.5137,0.2625,0.7252,0.7252
9.5267,0.2625,0.7252,0.7252
9.5397,0.2625,0.7252,0.7252
9.5527,0.2625,0.7252,0.7252
9.5657,0.2625,0.7251,0.7251
9.5787,0.2625,0.7250,0.7250
9.5917,0.2625,0.7250,0.7250
9.6047,0.2625,0.7249,0.7249
9.6177,0.2625,0.7248,0.7248
9.6307,0.2625,0.7248,0.7248
9.6437,0.2625,0.7247,0.7247
9.6567,0.2625,0.7247,0.7247
9.6697,0.2625,0.7247,0.7247
9.6827,0.2625,0.7247,0.7247
9.6957,0.2625,0.7248,0.7248
9.7087,0.2625,0.7249,0.7249
9.7217,0.2625,0.7251,0.7251
9.7347,0.2625,0.7253,0.7253
9.7478,0.2625,0.7256,0.7256
9.7608,0.2625,0.7258,0.7258
9.7738,0.2625,0.7259,0.7259
9.7868,0.2625,0.7257,0.7257
9.7997,0.2625,0.7250,0.7250
9.8125,0.2625,0.7239,0.7239
9.8253,0.2625,0.7224,0.7224
9.8381,0.2625,0.7207,0.7207
9.8509,0.2625,0.7189,0.7189
9.8637,0.2625,0.7173,0.7173
9.8765,0.2625,0.7160,0.7160
9.8894,0.2625,0.7150,0.7150
9.9023,0.2625,0.7142,0.7142
9.9153,0.2625,0.7137,0.7137
9.9282,0.2625,0.7133,0.7133
9.9412,0.2625,0.7130,0.7130
9.9542,0.2625,0.7129,0.7129
9.9672,0.2625,0.7128,0.7128
9.9802,0.2625,0.7127,0.7127
9.9932,0.2625,0.7126,0.7126
10.0062,0.2625,0.7126,0.7126
10.0192,0.2625,0.7126,0.7126
10.0323,0.2625,0.7125,0.7125
10.0453,0.2625,0.7125,0.7125
10.0583,0.2625,0.7125,0.7125
10.0713,0.2625,0.7124,0.7124
10.0843,0.2625,0.7124,0.7124
10.0973,0.2625,0.7124,0.7124
10.1103,0.2625,0.7124,0.7124
10.1233,0.2625,0.7124,0.7124
10.1363,0.2625,0.7124,0.7124
10.1493,0.2625,0.7124,0.7124
10.1623,0.2625,0.7124,0.7124
10.1752,0.2625,0.7124,0.7124
10.1882,0.2625,0.7124,0.7124
10.2012,0.2625,0.7124,0.7124
10.2142,0.2625,0.7124,0.7124
10.2272,0.2625,0.7124,0.7124
10.2402,0.2625,0.7124,0.7124
10.2532,0.2625,0.7125,0.7125
10.2662,0.2625,0.7125,0.7125
10.2792,0.2625,0.7125,0.7125
10.2922,0.2625,0.7125,0.7125
10.3052,0.2625,0.7125,0.7125
10.3182,0.2625,0.7125,0.7125
10.3312,0.2625,0.7125,0.7125
10.3442,0.2625,0.7126,0.7126
10.3572,0.2625,0.7126,0.7126
10.3702,0.2625,0.7126,0.7126
10.3832,0.2625,0.7126,0.7126
10.3962,0.2625,0.7126,0.7126
10.4092,0.2625,0.7126,0.7126
10.4222,0.2625,0.7126,0.7126
10.4352,0.2625,0.7126,0.7126
10.4482,0.2625,0.7126,0.7126
10.4613,0.2625,0.7126,0.7126
10.4743,0.2625,0.7126,0.7126
10.4873,0.2625,0.7125,0.7125
10.5003,0.2625,0.7125,0.7125
10.5133,0.2625,0.7125,0.7125
10.5263,0.2625,0.7125,0.7125
10.5393,0.2625,0.7125,0.7125
10.5523,0.2624,0.7124,0.7124
10.5653,0.2624,0.7124,0.7124
10.5783,0.2624,0.7124,0.7124
10.5913,0.2625,0.7124,0.7124
10.6043,0.2625,0.7124,0.7124
10.6173,0.2625,0.7124,0.7124
10.6303,0.2625,0.7124,0.7124
10.6433,0.2625,0.7124,0.7124
10.6562,0.2625,0.7125,0.7125
10.6692,0.2626,0.7125,0.7125
10.6822,0.2626,0.7125,0.7125
10.6951,0.2626,0.7126,0.7126
10.7081,0.2627,0.7127,0.7127
10.7210,0.2627,0.7128,0.7128
10.7341,0.2626,0.7127,0.7127
10.7475,0.2622,0.7123,0.7123
10.7612,0.2616,0.7116,0.7116
10.7728,0.2630,0.7129,0.7129
10.7802,0.2686,0.7186,0.7186
10.7874,0.2743,0.7243,0.7243
10.7993,0.2754,0.7254,0.7254
10.8131,0.2746,0.7246,0.7246
10.8256,0.2751,0.7251,0.7251
10.8382,0.2756,0.7256,0.7256
10.8522,0.2745,0.7245,0.7245
10.8656,0.2741,0.7241,0.7241
10.8756,0.2771,0.7271,0.7271
10.8823,0.2835,0.7335,0.7335
10.8912,0.2876,0.7376,0.7376
10.9041,0.2877,0.7377,0.7377
10.9172,0.2875,0.7375,0.7375
10.9303,0.2874,0.7375,0.7375
10.9433,0.2874,0.7375,0.7375
10.9563,0.2875,0.7375,0.7375
10.9693,0.2875,0.7375,0.7375
10.9823,0.2875,0.7375,0.7375
10.9953,0.2875,0.7375,0.7375
11.0083,0.2875,0.7375,0.7375
11.0212,0.2875,0.7375,0.7375
11.0342,0.2875,0.7375,0.7375
11.0472,0.2875,0.7375,0.7375
11.0602,0.2875,0.7375,0.7375
11.0732,0.2875,0.7375,0.7375
11.0862,0.2875,0.7375,0.7375
11.0992,0.2875,0.7375,0.7375
11.1123,0.2875,0.7375,0.7375
11.1253,0.2875,0.7375,0.7375
11.1383,0.2875,0.7375,0.7375
11.1513,0.2875,0.7375,0.7375
11.1643,0.2875,0.7375,0.7375
11.1773,0.2875,0.7375,0.7375
11.1903,0.2875,0.7375,0.7375
11.2033,0.2875,0.7375,0.7375
11.2163,0.2875,0.7375,0.7375
11.2293,0.2875,0.7375,0.7375
11.2423,0.2874,0.7375,0.7375
11.2553,0.2874,0.7375,0.7375
11.2683,0.2874,0.7375,0.7375
11.2813,0.2874,0.7375,0.7375
11.2943,0.2874,0.7375,0.7375
11.3073,0.2874,0.7375,0.7375
11.3203,0.2875,0.7375,0.7375
11.3333,0.2875,0.7375,0.7375
11.3463,0.2875,0.7375,0.7375
11.3593,0.2875,0.7375,0.7375
11.3723,0.2875,0.7375,0.7375
11.3853,0.2875,0.7375,0.7375
11.3982,0.2876,0.7375,0.7375
11.4112,0.2876,0.7375,0.7375
11.4242,0.2876,0.7375,0.7375
11.4372,0.2877,0.7375,0.7375
11.4502,0.2877,0.7375,0.7375
11.4632,0.2877,0.7375,0.7375
11.4762,0.2876,0.7375,0.7375
11.4894,0.2872,0.7375,0.7375
11.5026,0.2866,0.7375,0.7375
11.5156,0.2868,0.7375,0.7375
11.5269,0.2909,0.7375,0.7375
11.5369,0.2982,0.7376,0.7376
11.5487,0.3008,0.7374,0.7374
11.5621,0.2999,0.7374,0.7374
11.5755,0.2995,0.7379,0.7379
11.5874,0.3008,0.7368,0.7368
11.5948,0.3063,0.7313,0.7313
11.6023,0.3118,0.7258,0.7258
11.6137,0.3134,0.7241,0.7241
11.6272,0.3129,0.7245,0.7245
11.6406,0.3125,0.7249,0.7249
11.6538,0.3123,0.7251,0.7251
11.6668,0.3123,0.7252,0.7252
11.6798,0.3123,0.7252,0.7252
11.6927,0.3124,0.7252,0.7252
11.7057,0.3125,0.7252,0.7252
11.7186,0.3125,0.7251,0.7251
11.7316,0.3125,0.7251,0.7251
11.7446,0.3126,0.7250,0.7250
11.7575,0.3126,0.7250,0.7250
11.7705,0.3126,0.7249,0.7249
11.7835,0.3126,0.7249,0.7249
11.7965,0.3126,0.7249,0.7249
11.8095,0.3126,0.7248,0.7248
11.8225,0.3125,0.7248,0.7248
11.8356,0.3125,0.7248,0.7248
11.8486,0.3125,0.7248,0.7248
11.8616,0.3125,0.7248,0.7248
11.8746,0.3125,0.7249,0.7249
11.8876,0.3124,0.7249,0.7249
11.9007,0.3124,0.7250,0.7250
11.9137,0.3124,0.7251,0.7251
11.9267,0.3125,0.7253,0.7253
11.9397,0.3125,0.7254,0.7254
11.9527,0.3125,0.7255,0.7255
11.9657,0.3125,0.7255,0.7255
11.9786,0.3125,0.7253,0.7253
11.9916,0.3125,0.7249,0.7249
12.0044,0.3125,0.7242,0.7242
12.0173,0.3125,0.7232,0.7232
12.0301,0.3125,0.7221,0.7221
12.0430,0.3125,0.7207,0.7207
12.0558,0.3125,0.7193,0.7193
12.0686,0.3125,0.7177,0.7177
12.0815,0.3125,0.7163,0.7163
12.0943,0.3125,0.7149,0.7149
12.1072,0.3125,0.7138,0.7138
12.1201,0.3125,0.7130,0.7130
12.1331,0.3125,0.7125,0.7125
12.1461,0.3125,0.7123,0.7123
12.1591,0.3125,0.7123,0.7123
12.1721,0.3125,0.7123,0.7123
12.1851,0.3125,0.7124,0.7124
12.1981,0.3125,0.7124,0.7124
12.2111,0.3125,0.7125,0.7125
12.2242,0.3125,0.7125,0.7125
12.2372,0.3125,0.7125,0.7125
12.2502,0.3125,0.7125,0.7125
12.2632,0.3125,0.7126,0.7126
12.2762,0.3125,0.7126,0.7126
12.2892,0.3125,0.7126,0.7126
12.3022,0.3125,0.7126,0.7126
12.3152,0.3125,0.7126,0.7126
12.3282,0.3125,0.7126,0.7126
12.3412,0.3125,0.7126,0.7126
12.3542,0.3125,0.7126,0.7126
12.3672,0.3125,0.7125,0.7125
12.3802,0.3125,0.7125,0.7125
12.3932,0.3125,0.7125,0.7125
12.4062,0.3125,0.7125,0.7125
12.4192,0.3125,0.7125,0.7125
12.4322,0.3125,0.7125,0.7125
12.4452,0.3125,0.7125,0.7125
12.4582,0.3125,0.7125,0.7125
12.4712,0.3125,0.7125,0.7125
12.4842,0.3125,0.7125,0.7125
12.4972,0.3125,0.7125,0.7125
12.5102,0.3125,0.7125,0.7125
12.5232,0.3125,0.7125,0.7125
12.5362,0.3125,0.7125,0.7125
12.5492,0.3125,0.7125,0.7125
12.5622,0.3125,0.7125,0.7125
12.5752,0.3125,0.7125,0.7125
12.5882,0.3125,0.7125,0.7125
12.6012,0.3125,0.7125,0.7125
12.6142,0.3125,0.7125,0.7125
12.6272,0.3125,0.7125,0.7125
12.6402,0.3125,0.7125,0.7125
12.6532,0.3125,0.7125,0.7125
12.6662,0.3125,0.7125,0.7125
12.6792,0.3125,0.7125,0.7125
12.6922,0.3125,0.7125,0.7125
12.7052,0.3125,0.7125,0.7125
12.7182,0.3125,0.7125,0.7125
12.7312,0.3125,0.7125,0.7125
12.7442,0.3125,0.7125,0.7125
12.7572,0.3125,0.7125,0.7125
12.7702,0.3125,0.7125,0.7125
12.7832,0.3125,0.7125,0.7125
12.7962,0.3125,0.7125,0.7125
12.8092,0.3125,0.7125,0.7125
12.8222,0.3125,0.7125,0.7125
12.8352,0.3125,0.7125,0.7125
12.8482,0.3125,0.7125,0.7125
12.8612,0.3125,0.7125,0.7125
12.8742,0.3125,0.7125,0.7125
12.8872,0.3125,0.7125,0.7125
12.9002,0.3125,0.7125,0.7125
12.9132,0.3125,0.7125,0.7125
12.9262,0.3125,0.7125,0.7125
12.9392,0.3125,0.7125,0.7125
12.9522,0.3125,0.7125,0.7125
12.9652,0.3125,0.7125,0.7125
12.9782,0.3125,0.7125,0.7125
12.9912,0.3125,0.7125,0.7125
13.0042,0.3125,0.7125,0.7125
13.0172,0.3125,0.7125,0.7125
13.0302,0.3125,0.7125,0.7125
13.0432,0.3125,0.7125,0.7125
13.0563,0.3124,0.7124,0.7124
13.0694,0.3123,0.7123,0.7123
13.0791,0.3156,0.7155,0.7155
13.0857,0.3220,0.7220,0.7220
13.0950,0.3257,0.7257,0.7257
13.1080,0.3256,0.7256,0.7256
13.1221,0.3245,0.7245,0.7245
13.1349,0.3247,0.7247,0.7247
13.1473,0.3254,0.7254,0.7254
13.1610,0.3247,0.7247,0.7247
13.1735,0.3252,0.7252,0.7252
13.1814,0.3303,0.7303,0.7303
13.1884,0.3362,0.7363,0.7363
13.1993,0.3384,0.7384,0.7384
13.2127,0.3381,0.7379,0.7379
13.2262,0.3376,0.7375,0.7375
13.2394,0.3373,0.7372,0.7372
13.2525,0.3372,0.7372,0.7372
13.2654,0.3372,0.7373,0.7373
13.2783,0.3373,0.7375,0.7375
13.2912,0.3374,0.7375,0.7375
13.3041,0.3375,0.7376,0.7376
13.3171,0.3376,0.7376,0.7376
13.3301,0.3377,0.7376,0.7376
13.3430,0.3378,0.7376,0.7376
13.3561,0.3378,0.7376,0.7376
13.3691,0.3378,0.7375,0.7375
13.3821,0.3378,0.7375,0.7375
13.3952,0.3376,0.7375,0.7375
13.4082,0.3374,0.7374,0.7374
13.4213,0.3373,0.7374,0.7374
13.4343,0.3371,0.7374,0.7374
13.4474,0.3370,0.7374,0.7374
13.4604,0.3370,0.7374,0.7374
13.4733,0.3371,0.7375,0.7375
13.4862,0.3374,0.7375,0.7375
13.4990,0.3379,0.7376,0.7376
13.5118,0.3387,0.7377,0.7377
13.5243,0.3401,0.7377,0.7377
13.5357,0.3435,0.7375,0.7375
13.5455,0.3501,0.7368,0.7368
13.5585,0.3516,0.7377,0.7377
13.5734,0.3487,0.7389,0.7389
13.5843,0.3503,0.7365,0.7365
13.5917,0.3562,0.7313,0.7313
13.5998,0.3615,0.7265,0.7265
13.6114,0.3627,0.7247,0.7247
13.6243,0.3626,0.7245,0.7245
13.6374,0.3626,0.7247,0.7247
13.6504,0.3625,0.7250,0.7250
13.6635,0.3625,0.7251,0.7251
13.6765,0.3625,0.7253,0.7253
13.6896,0.3625,0.7253,0.7253
13.7026,0.3625,0.7253,0.7253
13.7156,0.3625,0.7253,0.7253
13.7286,0.3625,0.7252,0.7252
13.7416,0.3625,0.7251,0.7251
13.7545,0.3625,0.7250,0.7250
13.7675,0.3625,0.7249,0.7249
13.7805,0.3625,0.7248,0.7248
13.7935,0.3625,0.7247,0.7247
13.8065,0.3625,0.7246,0.7246
13.8195,0.3625,0.7246,0.7246
13.8324,0.3625,0.7245,0.7245
13.8454,0.3625,0.7246,0.7246
13.8585,0.3625,0.7247,0.7247
13.8715,0.3625,0.7248,0.7248
13.8845,0.3625,0.7250,0.7250
13.8975,0.3625,0.7253,0.7253
13.9106,0.3625,0.7255,0.7255
13.9236,0.3625,0.7258,0.7258
13.9366,0.3625,0.7259,0.7259
13.9497,0.3625,0.7259,0.7259
13.9626,0.3625,0.7258,0.7258
13.9756,0.3625,0.7255,0.7255
13.9885,0.3625,0.7249,0.7249
14.0014,0.3625,0.7241,0.7241
14.0142,0.3625,0.7229,0.7229
14.0270,0.3625,0.7216,0.7216
14.0398,0.3625,0.7202,0.7202
14.0526,0.3625,0.7188,0.7188
14.0655,0.3625,0.7175,0.7175
14.0784,0.3625,0.7165,0.7165
14.0913,0.3625,0.7156,0.7156
14.1042,0.3625,0.7148,0.7148
14.1172,0.3625,0.7142,0.7142
14.1302,0.3625,0.7137,0.7137
14.1431,0.3625,0.7133,0.7133
14.1561,0.3625,0.7129,0.7129
14.1691,0.3625,0.7126,0.7126
14.1821,0.3625,0.7124,0.7124
14.1951,0.3625,0.7122,0.7122
14.2080,0.3625,0.7121,0.7121
14.2210,0.3625,0.7120,0.7120
14.2340,0.3625,0.7120,0.7120
14.2470,0.3625,0.7120,0.7120
14.2600,0.3625,0.7120,0.7120
14.2730,0.3625,0.7121,0.7121
14.2860,0.3625,0.7122,0.7122
14.2990,0.3625,0.7122,0.7122
14.3120,0.3625,0.7123,0.7123
14.3250,0.3625,0.7124,0.7124
14.3380,0.3625,0.7125,0.7125
14.3510,0.3625,0.7126,0.7126
14.3641,0.3625,0.7127,0.7127
14.3771,0.3625,0.7127,0.7127
14.3901,0.3625,0.7128,0.7128
14.4031,0.3625,0.7128,0.7128
14.4161,0.3625,0.7128,0.7128
14.4291,0.3625,0.7128,0.7128
14.4421,0.3625,0.7128,0.7128
14.4551,0.3625,0.7127,0.7127
14.4681,0.3625,0.7127,0.7127
14.4811,0.3625,0.7126,0.7126
14.4941,0.3625,0.7126,0.7126
14.5071,0.3625,0.7125,0.7125
14.5201,0.3624,0.7125,0.7125
14.5331,0.3624,0.7124,0.7124
14.5461,0.3624,0.7124,0.7124
14.5591,0.3624,0.7124,0.7124
14.5721,0.3624,0.7123,0.7123
14.5851,0.3625,0.7123,0.7123
14.5981,0.3625,0.7123,0.7123
14.6111,0.3625,0.7123,0.7123
14.6241,0.3625,0.7123,0.7123
14.6371,0.3625,0.7123,0.7123
14.6500,0.3625,0.7124,0.7124
14.6630,0.3626,0.7124,0.7124
14.6760,0.3626,0.7125,0.7125
14.6890,0.3626,0.7125,0.7125
14.7020,0.3626,0.7126,0.7126
14.7150,0.3626,0.7126,0.7126
14.7280,0.3626,0.7127,0.7127
14.7410,0.3626,0.7127,0.7127
14.7540,0.3626,0.7127,0.7127
14.7670,0.3626,0.7127,0.7127
14.7801,0.3625,0.7126,0.7126
14.7931,0.3625,0.7126,0.7126
14.8062,0.3624,0.7125,0.7125
14.8193,0.3623,0.7124,0.7124
14.8324,0.3622,0.7122,0.7122
14.8455,0.3621,0.7121,0.7121
14.8586,0.3620,0.7119,0.7119
14.8704,0.3632,0.7131,0.7131
14.8793,0.3673,0.7172,0.7172
14.8871,0.3725,0.7226,0.7226
14.8971,0.3755,0.7255,0.7255
14.9096,0.3761,0.7260,0.7260
14.9232,0.3754,0.7253,0.7253
14.9372,0.3743,0.7244,0.7244
14.9507,0.3737,0.7239,0.7239
14.9630,0.3745,0.7246,0.7246
14.9733,0.3774,0.7273,0.7273
14.9815,0.3825,0.7319,0.7319
14.9899,0.3870,0.7364,0.7364
15.0015,0.3877,0.7384,0.7384
15.0157,0.3862,0.7375,0.7375
15.0267,0.3911,0.7372,0.7372
15.0368,0.3978,0.7375,0.7375
15.0486,0.4006,0.7376,0.7376
15.0619,0.4003,0.7376,0.7376
15.0753,0.3994,0.7377,0.7377
15.0871,0.4008,0.7368,0.7368
15.0948,0.4063,0.7316,0.7316
15.1023,0.4117,0.7259,0.7259
15.1134,0.4135,0.7240,0.7240
15.1270,0.4129,0.7245,0.7245
15.1409,0.4120,0.7255,0.7255
15.1538,0.4121,0.7255,0.7255
15.1664,0.4125,0.7251,0.7251
15.1792,0.4127,0.7249,0.7249
15.1922,0.4127,0.7248,0.7248
15.2053,0.4126,0.7248,0.7248
15.2184,0.4125,0.7249,0.7249
15.2315,0.4124,0.7250,0.7250
15.2445,0.4124,0.7251,0.7251
15.2575,0.4124,0.7252,0.7252
15.2705,0.4125,0.7252,0.7252
15.2834,0.4125,0.7252,0.7252
15.2964,0.4126,0.7251,0.7251
15.3094,0.4126,0.7249,0.7249
15.3223,0.4125,0.7248,0.7248
15.3353,0.4125,0.7247,0.7247
15.3484,0.4125,0.7247,0.7247
15.3614,0.4125,0.7248,0.7248
15.3744,0.4125,0.7249,0.7249
15.3875,0.4125,0.7251,0.7251
15.4005,0.4125,0.7253,0.7253
15.4135,0.4125,0.7254,0.7254
15.4265,0.4125,0.7255,0.7255
15.4395,0.4125,0.7255,0.7255
15.4525,0.4125,0.7254,0.7254
15.4654,0.4125,0.7252,0.7252
15.4784,0.4125,0.7248,0.7248
15.4913,0.4125,0.7243,0.7243
15.5042,0.4125,0.7236,0.7236
15.5170,0.4125,0.7227,0.7227
15.5299,0.4125,0.7217,0.7217
15.5428,0.4125,0.7206,0.7206
15.5557,0.4125,0.7194,0.7194
15.5685,0.4125,0.7181,0.7181
15.5814,0.4125,0.7170,0.7170
15.5943,0.4125,0.7159,0.7159
15.6072,0.4125,0.7150,0.7150
15.6201,0.4125,0.7142,0.7142
15.6331,0.4125,0.7135,0.7135
15.6460,0.4125,0.7130,0.7130
15.6590,0.4125,0.7125,0.7125
15.6719,0.4125,0.7122,0.7122
15.6849,0.4125,0.7120,0.7120
15.6979,0.4125,0.7118,0.7118
15.7109,0.4125,0.7117,0.7117
15.7239,0.4125,0.7116,0.7116
15.7369,0.4125,0.7117,0.7117
15.7499,0.4125,0.7117,0.7117
15.7629,0.4125,0.7118,0.7118
15.7759,0.4125,0.7119,0.7119
15.7889,0.4125,0.7121,0.7121
15.8019,0.4125,0.7122,0.7122
15.8149,0.4125,0.7123,0.7123
15.8279,0.4125,0.7124,0.7124
15.8409,0.4125,0.7126,0.7126
15.8539,0.4125,0.7126,0.7126
15.8670,0.4125,0.7127,0.7127
15.8800,0.4125,0.7128,0.7128
15.8930,0.4125,0.7128,0.7128
15.9060,0.4125,0.7129,0.7129
15.9190,0.4125,0.7129,0.7129
15.9320,0.4125,0.7129,0.7129
15.9450,0.4125,0.7129,0.7129
15.9580,0.4125,0.7129,0.7129
15.9710,0.4125,0.7129,0.7129
15.9840,0.4125,0.7128,0.7128
15.9970,0.4125,0.7128,0.7128
16.0100,0.4125,0.7128,0.7128
16.0230,0.4125,0.7127,0.7127
16.0361,0.4125,0.7127,0.7127
16.0491,0.4124,0.7126,0.7126
16.0621,0.4124,0.7126,0.7126
16.0751,0.4124,0.7125,0.7125
16.0881,0.4124,0.7125,0.7125
16.1010,0.4124,0.7124,0.7124
16.1140,0.4124,0.7124,0.7124
16.1270,0.4124,0.7123,0.7123
16.1400,0.4124,0.7123,0.7123
16.1530,0.4124,0.7123,0.7123
16.1660,0.4124,0.7122,0.7122
16.1790,0.4125,0.7122,0.7122
16.1920,0.4125,0.7122,0.7122
16.2050,0.4125,0.7122,0.7122
16.2180,0.4125,0.7122,0.7122
16.2309,0.4125,0.7122,0.7122
16.2439,0.4125,0.7123,0.7123
16.2569,0.4126,0.7123,0.7123
16.2699,0.4126,0.7124,0.7124
16.2829,0.4126,0.7125,0.7125
16.2958,0.4126,0.7125,0.7125
16.3088,0.4127,0.7126,0.7126
16.3218,0.4127,0.7128,0.7128
16.3347,0.4128,0.7129,0.7129
16.3478,0.4128,0.7130,0.7130
16.3609,0.4127,0.7130,0.7130
16.3741,0.4124,0.7127,0.7127
16.3876,0.4119,0.7121,0.7121
16.4011,0.4114,0.7114,0.7114
16.4136,0.4119,0.7118,0.7118
16.4236,0.4149,0.7147,0.7147
16.4311,0.4204,0.7204,0.7204
16.4400,0.4245,0.7246,0.7246
16.4524,0.4251,0.7251,0.7251
16.4654,0.4251,0.7251,0.7251
16.4784,0.4251,0.7251,0.7251
16.4915,0.4250,0.7250,0.7250
16.5047,0.4248,0.7248,0.7248
16.5180,0.4245,0.7245,0.7245
16.5279,0.4275,0.7275,0.7275
16.5339,0.4346,0.7346,0.7346
16.5436,0.4379,0.7379,0.7379
16.5569,0.4376,0.7376,0.7376
16.5700,0.4375,0.7375,0.7375
16.5830,0.4375,0.7375,0.7375
16.5960,0.4375,0.7375,0.7375
16.6090,0.4375,0.7375,0.7375
16.6220,0.4375,0.7375,0.7375
16.6350,0.4375,0.7375,0.7375
16.6480,0.4375,0.7375,0.7375
16.6610,0.4375,0.7375,0.7375
16.6740,0.4375,0.7375,0.7375
16.6870,0.4375,0.7375,0.7375
16.7000,0.4375,0.7375,0.7375
16.7130,0.4375,0.7375,0.7375
16.7260,0.4375,0.7375,0.7375
16.7390,0.4375,0.7375,0.7375
16.7520,0.4375,0.7375,0.7375
16.7650,0.4375,0.7375,0.7375
16.7780,0.4375,0.7375,0.7375
16.7910,0.4375,0.7375,0.7375
16.8040,0.4374,0.7375,0.7375
16.8170,0.4374,0.7375,0.7375
16.8300,0.4375,0.7375,0.7375
16.8430,0.4375,0.7375,0.7375
16.8560,0.4375,0.7375,0.7375
16.8690,0.4375,0.7375,0.7375
16.8820,0.4375,0.7375,0.7375
16.8950,0.4375,0.7375,0.7375
16.9080,0.4376,0.7375,0.7375
16.9210,0.4376,0.7375,0.7375
16.9340,0.4376,0.7375,0.7375
16.9470,0.4376,0.7375,0.7375
16.9600,0.4376,0.7375,0.7375
16.9730,0.4376,0.7375,0.7375
16.9860,0.4375,0.7375,0.7375
16.9990,0.4375,0.7375,0.7375
17.0120,0.4374,0.7375,0.7375
17.0250,0.4374,0.7375,0.7375
17.0381,0.4373,0.7375,0.7375
17.0511,0.4372,0.7375,0.7375
17.0642,0.4371,0.7375,0.7375
17.0761,0.4396,0.7375,0.7375
17.0858,0.4478,0.7375,0.7375
17.0975,0.4506,0.7374,0.7374
17.1107,0.4502,0.7375,0.7375
17.1242,0.4495,0.7378,0.7378
17.1366,0.4503,0.7373,0.7373
17.1436,0.4563,0.7315,0.7315
17.1506,0.4622,0.7254,0.7254
17.1630,0.4627,0.7244,0.7244
17.1763,0.4625,0.7248,0.7248
17.1894,0.4625,0.7251,0.7251
17.2024,0.4625,0.7253,0.7253
17.2154,0.4625,0.7254,0.7254
17.2284,0.4625,0.7254,0.7254
17.2414,0.4625,0.7253,0.7253
17.2543,0.4625,0.7251,0.7251
17.2673,0.4625,0.7249,0.7249
17.2803,0.4625,0.7247,0.7247
17.2933,0.4625,0.7246,0.7246
17.3063,0.4625,0.7245,0.7245
17.3193,0.4625,0.7245,0.7245
17.3323,0.4625,0.7245,0.7245
17.3453,0.4625,0.7246,0.7246
17.3583,0.4625,0.7247,0.7247
17.3713,0.4625,0.7249,0.7249
17.3843,0.4625,0.7251,0.7251
17.3974,0.4625,0.7252,0.7252
17.4104,0.4625,0.7254,0.7254
17.4234,0.4625,0.7255,0.7255
17.4364,0.4625,0.7256,0.7256
17.4494,0.4625,0.7257,0.7257
17.4624,0.4625,0.7257,0.7257
17.4754,0.4625,0.7257,0.7257
17.4884,0.4625,0.7256,0.7256
17.5014,0.4625,0.7253,0.7253
17.5143,0.4625,0.7250,0.7250
17.5273,0.4625,0.7246,0.7246
17.5402,0.4625,0.7241,0.7241
17.5531,0.4625,0.7234,0.7234
17.5660,0.4625,0.7226,0.7226
17.5788,0.4625,0.7217,0.7217
17.5917,0.4625,0.7206,0.7206
17.6046,0.4625,0.7195,0.7195
17.6174,0.4625,0.7183,0.7183
17.6303,0.4625,0.7170,0.7170
17.6432,0.4625,0.7158,0.7158
17.6560,0.4625,0.7146,0.7146
17.6690,0.4625,0.7136,0.7136
17.6819,0.4625,0.7129,0.7129
17.6948,0.4625,0.7123,0.7123
17.7078,0.4625,0.7120,0.7120
17.7208,0.4625,0.7119,0.7119
17.7338,0.4625,0.7119,0.7119
17.7468,0.4625,0.7120,0.7120
17.7598,0.4625,0.7121,0.7121
17.7729,0.4625,0.7123,0.7123
17.7859,0.4625,0.7125,0.7125
17.7989,0.4625,0.7126,0.7126
17.8119,0.4625,0.7127,0.7127
17.8249,0.4625,0.7128,0.7128
17.8379,0.4625,0.7128,0.7128
17.8509,0.4625,0.7128,0.7128
17.8639,0.4625,0.7128,0.7128
17.8769,0.4625,0.7127,0.7127
17.8899,0.4625,0.7127,0.7127
17.9029,0.4625,0.7126,0.7126
17.9159,0.4625,0.7125,0.7125
17.9289,0.4625,0.7125,0.7125
17.9419,0.4625,0.7124,0.7124
17.9549,0.4625,0.7123,0.7123
17.9679,0.4625,0.7123,0.7123
