3.000000000000000000e+00,0.000000000000000000e+00
2.993960029415653423e+00,1.902717589696935052e-01
2.975864438492386022e+00,3.797773607212477920e-01
2.945786091788120231e+00,5.677537330812306715e-01
2.903846104189068633e+00,7.534439615432376725e-01
2.850213353222836421e+00,9.361003370954613656e-01
2.785103799048217699e+00,1.114987366980982664e+00
2.708779614859863294e+00,1.289384736267515041e+00
2.621548131209354704e+00,1.458590208301406177e+00
2.523760598493543839e+00,1.621922452366792555e+00
2.415810772593175670e+00,1.778723787163921211e+00
2.298133329356934151e+00,1.928362829059617756e+00
2.171202114315210263e+00,2.070237034446336111e+00
2.035528234671396319e+00,2.203775125972599724e+00
1.891658001253567534e+00,2.328439392875270464e+00
1.740170728713594350e+00,2.443727856151006961e+00
1.581676402831507122e+00,2.549176289848543053e+00
1.416813224318048015e+00,2.644360090342746439e+00
1.246245039005659194e+00,2.728895986063554879e+00
1.070658664775615776e+00,2.802443580795320077e+00
8.907611259848247087e-01,2.864706724332221732e+00
7.072768065282818428e-01,2.915434704970624846e+00
5.209445330007912434e-01,2.954423259036623950e+00
3.325145997030333200e-01,2.981515393383762369e+00
1.427457474712265362e-01,2.996602017549023778e+00
-4.759789150442408912e-02,2.999622383021625094e+00
-2.377498705703656179e-01,2.990564327855826932e+00
-4.269445148198556805e-01,2.969464325642797942e+00
-6.144200041955721892e-01,2.936407338644336118e+00
-7.994214410701050433e-01,2.891526475679826014e+00
-9.812038899522650404e-01,2.835002456144005478e+00
-1.159035377079385976e+00,2.767062882313743977e+00
-1.332199837817322319e+00,2.687981322874007706e+00
-1.500000000000000666e+00,2.598076211353315568e+00
-1.661760191598330660e+00,2.497709563904314312e+00
-1.816829061413000490e+00,2.387285521592495741e+00
-1.964582201835854969e+00,2.267248723062774918e+00
-2.104424663118964034e+00,2.138082514136588230e+00
-2.235793349027264121e+00,2.000307001548875085e+00
-2.358159284228362296e+00,1.854476958661815278e+00
-2.471029744289498176e+00,1.701179591588312556e+00
-2.573950239704931420e+00,1.541032174720218917e+00
-2.666506345964770208e+00,1.374679565182231666e+00
-2.748325372296208879e+00,1.202791606219840936e+00
-2.819077862357724840e+00,1.026060429977006638e+00
-2.878478920843491995e+00,8.451976705242889576e-01
-2.926289360656221028e+00,6.609315983596224520e-01
-2.962316666029182866e+00,4.740041879200496688e-01
-2.986415767719253544e+00,2.851681299125473079e-01
-2.998489627149555137e+00,9.518380049420296918e-02
-2.998489627149555137e+00,-9.518380049420357980e-02
-2.986415767719253544e+00,-2.851681299125479185e-01
-2.962316666029182866e+00,-4.740041879200502795e-01
-2.926289360656221028e+00,-6.609315983596216748e-01
-2.878478920843491995e+00,-8.451976705242895127e-01
-2.819077862357725284e+00,-1.026060429977005972e+00
-2.748325372296208879e+00,-1.202791606219841380e+00
-2.666506345964770652e+00,-1.374679565182230778e+00
-2.573950239704930976e+00,-1.541032174720219139e+00
-2.471029744289498176e+00,-1.701179591588311890e+00
-2.358159284228362296e+00,-1.854476958661815722e+00
-2.235793349027264121e+00,-2.000307001548874641e+00
-2.104424663118964034e+00,-2.138082514136588674e+00
-1.964582201835855635e+00,-2.267248723062774474e+00
-1.816829061412999824e+00,-2.387285521592496185e+00
-1.661760191598331549e+00,-2.497709563904313868e+00
-1.499999999999998890e+00,-2.598076211353316456e+00
-1.332199837817321875e+00,-2.687981322874008150e+00
-1.159035377079385976e+00,-2.767062882313743977e+00
-9.812038899522657065e-01,-2.835002456144005034e+00
-7.994214410701039331e-01,-2.891526475679826458e+00
-6.144200041955716340e-01,-2.936407338644336118e+00
-4.269445148198556805e-01,-2.969464325642797942e+00
-2.377498705703663673e-01,-2.990564327855826932e+00
-4.759789150442282624e-02,-2.999622383021625094e+00
1.427457474712271468e-01,-2.996602017549023778e+00
3.325145997030325984e-01,-2.981515393383762369e+00
5.209445330007899111e-01,-2.954423259036624394e+00
7.072768065282823979e-01,-2.915434704970624846e+00
8.907611259848247087e-01,-2.864706724332221732e+00
1.070658664775614888e+00,-2.802443580795320521e+00
1.246245039005660526e+00,-2.728895986063554879e+00
1.416813224318048681e+00,-2.644360090342745995e+00
1.581676402831507122e+00,-2.549176289848543053e+00
1.740170728713593906e+00,-2.443727856151007405e+00
1.891658001253568422e+00,-2.328439392875269576e+00
2.035528234671396763e+00,-2.203775125972599724e+00
2.171202114315210263e+00,-2.070237034446336111e+00
2.298133329356933263e+00,-1.928362829059618644e+00
2.415810772593176114e+00,-1.778723787163920544e+00
2.523760598493543839e+00,-1.621922452366792333e+00
2.621548131209354704e+00,-1.458590208301406399e+00
2.708779614859863294e+00,-1.289384736267515708e+00
2.785103799048218143e+00,-1.114987366980981776e+00
2.850213353222836421e+00,-9.361003370954612546e-01
2.903846104189068633e+00,-7.534439615432382276e-01
2.945786091788120231e+00,-5.677537330812292282e-01
2.975864438492386022e+00,-3.797773607212471259e-01
2.993960029415653423e+00,-1.902717589696935607e-01
3.000000000000000000e+00,-7.347880794884118750e-16
